Aktivitetstyp,Datum,Favorit,Namn,Distans,Kalorier,Tid,Medelpuls,Maxpuls,Medellöpkadens,Maximal löpkadens,Medeltempo,Bästa tempo,Total stigning,Totalt nedför,Medelsteglängd,Medelvärde för vertikal kvot,Medelvärde för vertikal rörelse,Medeltid för markkontakt,Training Stress Score®,Medelkraft,Maxkraft,Intensitet,Flöde,Totalt antal årtag,Medel-Swolf,Medelårtagstempo,Totalt antal repetitioner,Dyktid,Minsta temperatur,Ytintervall,Dekompression,Bästa varvtid,Antal varv,Maximal temperatur,Genomsnittlig andning,Minsta andningshastighet,Maximal andningshastighet,Stressändring,Start för stress,Slut för stress,Medestress,Maxbelastning,Färdtid,Total tid,Min. höjd,Max. höjd
Annan,2023-11-24 09:46:14,false,"Rullskidor ","20.01","379","01:41:14","88","128","26","235","11.9","22.5","108","110","7.70","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:20.88","3","0.0","--","--","--","--","--","--","--","--","01:36:08","01:41:14","34","83"
Annan,2023-11-23 17:39:24,false,"Rullskidor nybörjarträning med ski team Skåne ","15.63","698","02:13:34","108","128","8","237","7.0","20.1","182","186","15.47","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:13:34.41","1","0.0","--","--","--","--","--","--","--","--","01:34:09","02:13:34","21","73"
Löpning,2023-11-23 09:49:54,false,"Lund Löpning","8.04","527","00:42:04","147","154","171","178","5:14","4:18","49","49","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","00:19.87","9","0.0","--","--","--","--","--","--","--","--","00:41:53","00:42:04","28","76"
Simbassäng,2023-11-22 20:03:01,false,"Simträning med triathlon syd ","1,750","355","01:25:02","114","154","--","--","2:12","0:42","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","854","45","22","0","0:00","0.0","0:00","Nej","00:02.19","86","0.0","--","--","--","--","--","--","--","--","00:38:31","01:27:03","--","--"
Konditionspass,2023-11-22 10:46:40,false,"SkiErg","0.00","276","00:32:15","124","141","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","32:15.01","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:32:15","--","--"
Konditionspass,2023-11-22 09:51:46,false,"Gym","0.00","326","00:51:01","113","144","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","51:00.59","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:51:01","--","--"
Konditionspass,2023-11-21 17:38:09,false,"5 min SkiErg + Gym","0.00","505","01:01:32","128","149","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:01:32.26","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:01:32","--","--"
Löpband,2023-11-21 17:12:30,false,"Löpband","4.49","309","00:24:20","148","166","163","197","5:25","4:10","--","--","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:47.31","5","0.0","--","--","--","--","--","--","--","--","00:22:52","00:24:20","--","--"
Inomhuscykling,2023-11-21 08:21:35,false,"Virteull The Trip + halva Virtuell RPM","0.00","673","01:35:43","120","154","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:35:43.07","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:35:43","--","--"
Konditionspass,2023-11-20 18:14:49,false,"CardioCross ","0.00","527","00:55:42","134","165","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","55:42.21","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:55:42","--","--"
Konditionspass,2023-11-20 17:34:26,false,"SkiErg ","0.00","342","00:32:24","135","155","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","32:23.62","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:32:24","--","--"
Annan,2023-11-20 08:14:31,false,"Rullskidor ","18.35","604","01:24:27","121","155","45","162","13.0","24.2","66","67","4.86","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","40:51.57","2","0.0","--","--","--","--","--","--","--","--","01:19:23","01:24:27","35","78"
Simbassäng,2023-11-19 17:38:52,false,"Simträning med triathlon syd ","1,250","251","00:54:11","116","153","--","--","2:24","0:47","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","675","50","22","0","0:00","0.0","0:00","Nej","00:08.75","48","0.0","--","--","--","--","--","--","--","--","00:30:04","00:54:23","--","--"
Konditionspass,2023-11-18 11:05:38,false,"Gym","0.00","292","00:34:37","123","145","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","34:37.08","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:34:37","--","--"
Konditionspass,2023-11-18 10:27:19,false,"SkiErg","0.00","322","00:30:45","134","158","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","30:44.70","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:30:45","--","--"
Konditionspass,2023-11-17 17:00:00,false,"CardioCross ","0.00","528","00:54:57","136","166","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","54:57.08","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:54:57","--","--"
Konditionspass,2023-11-17 16:19:04,false,"SkiErg","0.00","400","00:37:18","135","156","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","37:18.40","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:37:18","--","--"
Annan,2023-11-17 11:06:26,false,"Rullskidor ","10.09","406","00:42:45","130","167","56","151","14.2","25.7","41","42","4.20","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","42:44.65","1","0.0","--","--","--","--","--","--","--","--","00:42:22","00:42:45","55","75"
Annan,2023-11-16 17:42:34,false,"Rullskidor nybörjarträning med ski team Skåne ","18.58","836","02:35:58","109","140","13","218","7.1","24.9","124","126","8.91","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:35:58.35","1","0.0","--","--","--","--","--","--","--","--","01:53:56","02:35:58","27","79"
Inomhuscykling,2023-11-16 09:28:15,false,"Virtuell The Trip + eget","0.00","676","01:34:34","124","147","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:34:34.33","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:34:34","--","--"
Simbassäng,2023-11-15 20:04:10,false,"Simträning med triathlon syd ","1,150","261","01:03:49","108","141","--","--","1:59","0:51","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","490","40","22","0","0:00","0.0","0:00","Nej","00:02.44","67","0.0","--","--","--","--","--","--","--","--","00:22:45","01:13:24","--","--"
Löpning,2023-11-15 08:00:40,false,"Lund Löpning","12.80","812","01:00:39","151","161","172","178","4:44","4:00","70","70","1.23","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","03:51.06","13","0.0","--","--","--","--","--","--","--","--","01:00:25","01:01:25","19","77"
Konditionspass,2023-11-14 15:12:44,false,"Gym","0.00","291","00:44:06","112","138","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","44:06.01","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:44:06","--","--"
Annan,2023-11-14 08:37:36,false,"Rullskidor ","10.02","370","00:53:31","117","132","21","137","11.2","20.8","41","43","8.75","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","53:31.04","1","0.0","--","--","--","--","--","--","--","--","00:51:00","00:53:31","55","90"
Konditionspass,2023-11-13 18:15:05,false,"CardioCross","0.00","620","00:55:53","142","172","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","55:52.67","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:55:53","--","--"
Annan,2023-11-13 08:52:05,false,"Rullskidor ","8.75","354","00:52:27","115","131","11","184","10.0","22.3","87","89","15.89","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","52:27.03","1","0.0","--","--","--","--","--","--","--","--","00:46:30","00:52:27","24","91"
Simbassäng,2023-11-12 17:35:42,false,"Simträning med triathlon syd ","1,575","325","01:11:08","119","159","--","--","2:15","0:55","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","817","47","23","0","0:00","0.0","0:00","Nej","00:02.100","62","0.0","--","--","--","--","--","--","--","--","00:35:23","01:11:35","--","--"
Konditionspass,2023-11-12 12:14:39,false,"Gym","0.00","508","01:03:56","126","169","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:03:55.67","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:03:56","--","--"
Konditionspass,2023-11-10 17:00:30,false,"CardioCross","0.00","609","00:57:26","140","164","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","57:26.04","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:57:26","--","--"
Inomhuscykling,2023-11-10 08:58:14,false,"Spinning 2","0.00","396","00:52:06","121","144","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","52:06.34","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:52:06","--","--"
Annan,2023-11-09 17:39:40,false,"Rullskidor nybörjarträning med ski team Skåne","14.23","861","02:39:31","109","141","12","213","5.4","18.7","85","86","7.41","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:39:31.07","1","0.0","--","--","--","--","--","--","--","--","01:37:29","02:40:02","29","73"
Simbassäng,2023-11-08 20:02:59,false,"Simträning med triathlon syd ","775","175","00:50:32","105","140","--","--","1:57","0:52","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","311","39","21","0","0:00","0.0","0:00","Nej","00:04.06","52","0.0","--","--","--","--","--","--","--","--","00:15:10","00:50:39","--","--"
Löpning,2023-11-08 15:34:17,false,"Lund Löpning","2.50","154","00:10:36","158","167","183","192","4:14","3:31","1","5","1.29","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:21.41","3","0.0","--","--","--","--","--","--","--","--","00:10:31","00:10:36","71","78"
Annan,2023-11-08 15:04:06,false,"Rullskidor","4.09","191","00:25:03","118","141","23","229","9.8","18.7","8","12","7.10","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","25:03.39","1","0.0","--","--","--","--","--","--","--","--","00:21:22","00:25:03","71","79"
Konditionspass,2023-11-08 11:44:21,false,"Gym","0.00","369","00:56:20","114","139","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","56:20.18","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:56:20","--","--"
Konditionspass,2023-11-07 19:40:57,false,"BAT","0.00","500","00:40:54","147","175","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","40:53.53","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:40:57","--","--"
Konditionspass,2023-11-07 13:08:08,false,"SkiErg","0.00","335","00:34:44","130","156","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","34:44.47","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:34:44","--","--"
Konditionspass,2023-11-06 18:15:04,false,"CardioCross ","0.00","587","00:55:43","141","170","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","55:42.56","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:55:43","--","--"
Konditionspass,2023-11-06 12:51:32,false,"SkiErg","0.00","340","00:34:14","133","154","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","34:14.27","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:34:14","--","--"
Löpning,2023-11-05 18:10:45,false,"Lund Löpning","5.71","365","00:31:53","141","161","171","186","5:35","4:25","33","29","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","03:40.26","6","0.0","--","--","--","--","--","--","--","--","00:31:46","00:31:53","57","85"
Konditionspass,2023-11-05 11:57:25,false,"Gym","0.00","469","00:56:37","126","152","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","56:37.21","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:56:37","--","--"
Löpning,2023-11-03 16:26:20,false,"Madrid Löpning","11.39","818","01:20:38","137","165","143","248","7:05","4:44","189","190","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:20:37.63","1","0.0","--","--","--","--","--","--","--","--","01:10:44","01:20:38","585","690"
Konditionspass,2023-11-02 17:14:03,false,"Cardio","0.00","364","00:48:18","122","155","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","48:18.19","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:48:18","--","--"
Löpning,2023-10-31 10:54:02,false,"Lund Löpning","8.20","565","00:53:48","132","168","133","213","6:34","3:05","22","19","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:00.95","13","0.0","--","--","--","--","--","--","--","--","00:42:07","00:53:48","67","87"
Konditionspass,2023-10-30 18:15:18,false,"CardioCross","0.00","508","00:56:59","130","163","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","04:38.94","3","0.0","--","--","--","--","--","--","--","--","00:00:00","00:56:59","--","--"
Gång,2023-10-30 12:29:53,false,"Vandring Söderåsen","7.81","545","01:58:57","90","119","91","246","15:14","7:34","239","237","0.73","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","10:48.13","8","0.0","--","--","--","--","--","--","--","--","01:41:02","02:06:44","59","158"
Simbassäng,2023-10-29 17:32:24,false,"Simträning med triathlon syd ","1,325","268","01:10:29","110","160","--","--","2:04","0:51","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","648","43","24","0","0:00","0.0","0:00","Nej","00:09.44","65","0.0","--","--","--","--","--","--","--","--","00:27:25","01:12:44","--","--"
Konditionspass,2023-10-28 10:56:46,false,"Gym","0.00","453","01:07:49","116","141","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:07:49.40","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:07:49","--","--"
Konditionspass,2023-10-27 17:01:45,false,"CardioCross","0.00","584","00:56:45","140","173","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","56:45.31","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:56:46","--","--"
Konditionspass,2023-10-27 11:19:40,false,"HIT","0.00","392","00:36:29","139","165","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","36:29.10","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:36:29","--","--"
Annan,2023-10-26 18:07:05,false,"Rullskidor nybörjarträning med ski team Skåne ","10.21","484","01:39:13","102","127","15","229","6.2","19.4","10","10","6.72","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:39:13.44","1","0.0","--","--","--","--","--","--","--","--","01:12:30","01:39:13","23","33"
Konditionspass,2023-10-26 11:15:45,false,"BodyPump","0.00","375","00:56:52","114","140","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","56:51.88","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:56:52","--","--"
Simbassäng,2023-10-25 20:04:50,false,"Simträning med triathlon syd ","1,050","217","01:02:26","111","147","--","--","2:04","1:08","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","492","43","23","0","0:00","0.0","0:00","Nej","00:04.94","68","0.0","--","--","--","--","--","--","--","--","00:21:39","01:07:29","--","--"
Konditionspass,2023-10-25 17:33:39,false,"GympaStång 2","0.00","434","00:45:38","132","160","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","45:38.19","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:45:38","--","--"
Löpning,2023-10-24 18:01:19,false,"Outdoor Running Gerdahallen","9.27","613","00:58:50","128","156","147","244","6:21","2:46","50","51","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","00:15.21","4","0.0","--","--","--","--","--","--","--","--","00:51:53","00:58:50","56","89"
Annan,2023-10-24 09:16:57,false,"Rullskidor","4.34","229","00:31:40","116","134","28","208","8.2","17.0","13","12","4.94","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","31:39.80","1","0.0","--","--","--","--","--","--","--","--","00:26:48","00:31:40","82","87"
Konditionspass,2023-10-23 18:15:06,false,"CardioCross","0.00","630","00:55:38","145","176","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","55:38.02","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:55:38","--","--"
Inomhuscykling,2023-10-23 09:30:15,false,"Inomhuscykling","0.00","475","00:00:45","123","157","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:00:58.89","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:00:59","--","--"
Simbassäng,2023-10-22 17:35:28,false,"Simträning med triathlon syd ","1,250","265","00:55:36","118","160","--","--","2:09","0:46","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","684","46","26","0","0:00","0.0","0:00","Nej","00:03.81","56","0.0","--","--","--","--","--","--","--","--","00:26:46","00:55:42","--","--"
Konditionspass,2023-10-22 13:58:25,false,"Tennis","0.00","546","01:04:26","129","155","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:04:26.16","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:04:26","--","--"
Konditionspass,2023-10-22 12:33:05,false,"Gym","0.00","485","01:06:46","121","146","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:06:46.05","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:06:46","--","--"
Konditionspass,2023-10-20 17:00:40,false,"Cardio Cross ","0.00","587","00:57:19","138","177","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","57:18.87","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:57:19","--","--"
Konditionspass,2023-10-20 16:29:29,false,"SkiErg","0.00","277","00:25:02","137","150","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","25:02.05","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:25:02","--","--"
Cykling,2023-10-20 10:44:10,false,"Lund Cykling","17.43","340","00:41:17","125","150","--","--","25.3","44.9","80","82","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","06:51.54","4","0.0","--","--","--","--","--","--","--","--","00:41:09","00:41:17","32","84"
Annan,2023-10-19 18:06:23,false,"Rullskidor","7.36","517","01:41:08","105","125","10","186","4.4","17.1","46","43","7.32","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:41:08.31","1","0.0","--","--","--","--","--","--","--","--","00:57:09","01:41:08","29","38"
Konditionspass,2023-10-19 11:51:21,false,"Gym","0.00","338","00:56:11","110","134","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","56:11.05","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:56:11","--","--"
Simbassäng,2023-10-18 20:02:32,false,"Simbassäng","1,275","297","01:16:35","109","143","--","--","2:02","0:20","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","521","41","20","0","0:00","0.0","0:00","Nej","00:09.13","87","0.0","--","--","--","--","--","--","--","--","00:25:57","01:16:48","--","--"
Konditionspass,2023-10-18 17:03:38,false,"SkiErg och coreträning","0.00","561","01:04:02","130","165","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:04:01.81","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:04:02","--","--"
Cykling,2023-10-18 13:15:12,false,"Lund Cykling","17.30","365","00:38:50","128","150","--","--","26.7","44.3","78","81","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","06:12.07","4","0.0","--","--","--","--","--","--","--","--","00:37:47","00:38:50","32","85"
Löpning,2023-10-17 18:03:36,false,"Lund Löpning","8.24","661","01:04:07","137","174","115","215","7:47","2:57","39","46","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","02:01.95","10","0.0","--","--","--","--","--","--","--","--","00:42:39","01:04:07","34","72"
Annan,2023-10-17 09:32:20,false,"Rullskidor","3.37","237","00:29:24","119","132","18","157","6.9","19.9","2","2","6.43","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","29:24.43","1","0.0","--","--","--","--","--","--","--","--","00:23:40","00:29:24","81","85"
Konditionspass,2023-10-16 18:14:56,false,"Cardio","0.00","615","00:55:52","141","178","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","55:51.100","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:55:52","--","--"
Cykling,2023-10-16 09:50:11,false,"Lund Cykling","17.44","352","00:42:26","123","141","--","--","24.7","46.5","76","78","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","06:35.02","4","0.0","--","--","--","--","--","--","--","--","00:42:05","00:42:26","32","84"
Simbassäng,2023-10-15 17:33:38,false,"Simbassäng","900","187","00:53:29","114","149","--","--","2:27","0:48","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","537","52","24","0","0:00","0.0","0:00","Nej","00:02.94","42","0.0","--","--","--","--","--","--","--","--","00:22:01","00:53:36","--","--"
Konditionspass,2023-10-15 14:17:25,false,"Cardio","0.00","757","01:25:09","129","166","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:25:09.11","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:25:09","--","--"
Konditionspass,2023-10-14 15:51:36,false,"Cardio","0.00","422","01:03:26","113","146","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:03:26.08","1","0.0","--","--","--","--","--","--","--","--","00:00:00","01:03:26","--","--"
Annan,2023-10-14 13:47:30,false,"Rullskidor ","9.35","391","01:05:54","109","138","19","221","8.5","22.4","17","18","7.32","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:05:54.24","1","0.0","--","--","--","--","--","--","--","--","00:52:54","01:05:54","71","79"
Konditionspass,2023-10-13 17:00:50,false,"Cardio","0.00","692","00:56:42","148","172","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","56:42.29","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:56:42","--","--"
Cykling,2023-10-13 10:30:04,false,"Lund Cykling","17.48","395","00:40:59","130","148","--","--","25.6","39.7","75","80","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","06:50.88","4","0.0","--","--","--","--","--","--","--","--","00:40:26","00:40:59","32","84"
Annan,2023-10-12 18:16:28,false,"Rullskidor","5.12","464","01:32:27","101","128","7","215","3.3","20.5","16","16","8.43","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","00:01.39","2","0.0","--","--","--","--","--","--","--","--","00:39:32","01:32:27","29","37"
Annan,2023-10-11 16:24:38,false,"Rullskidor ","11.51","579","01:23:07","118","144","11","230","8.3","19.0","51","54","12.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:23:06.71","1","0.0","--","--","--","--","--","--","--","--","01:09:13","01:23:07","24","73"
Löpning,2023-10-10 18:01:24,false,"Lund Löpning","8.80","666","01:05:28","135","174","124","237","7:26","3:15","35","36","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","01:00.30","20","0.0","--","--","--","--","--","--","--","--","00:49:33","01:05:28","37","72"
Cykling,2023-10-10 16:24:03,false,"Lund Cykling","16.97","426","00:41:02","135","150","--","--","24.8","35.4","83","83","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","05:17.86","4","0.0","--","--","--","--","--","--","--","--","00:39:46","00:41:02","32","84"
Annan,2023-10-10 09:15:53,false,"Rullskidor ","10.35","600","00:49:35","146","169","10","221","12.5","22.3","53","51","21.94","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","49:35.03","1","0.0","--","--","--","--","--","--","--","--","00:46:36","00:49:35","49","75"
Konditionspass,2023-10-09 18:15:24,false,"Cardio Cross ","0.00","632","00:55:16","145","175","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","Nej","55:15.82","1","0.0","--","--","--","--","--","--","--","--","00:00:00","00:55:16","--","--"
